ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
734,Great Expressions Dental,Dental (DSO),Mid-Size DSO,Southfield,MI,2500,$200M-$500M,Patient engagement AI,$8K-$20K,VP of IT,www.greatexpressions.com,3,300+ offices; 10 states,info@greatexpressions.com,contact@greatexpressions.com,1762399575,1751990091; (999) 999-9999,pattern
735,Mortenson Dental Partners,Dental (DSO),Mid-Size DSO,Louisville,KY,1500,$100M-$200M,Scheduling AI,$8K-$15K,Director of Technology,www.mortensondentalpartners.com,3,100+ locations,info@mortensondentalpartners.com,contact@mortensondentalpartners.com,1772480261,1772480262; 1772480263,pattern
736,Specialty Dental Brands,Dental (DSO),Specialty DSO,Nashville,TN,1000,$50M-$100M,Treatment plan AI,$5K-$15K,CTO,www.specialtydentalbrands.com,3,Specialty focus; growing,info@specialtydentalbrands.com,contact@specialtydentalbrands.com,9939199440,6156780757; 16922162286,pattern
737,D4C Dental Brands,Dental (DSO),Pediatric DSO,Dallas,TX,2000,$100M-$200M,Patient scheduling AI,$8K-$20K,VP of Technology,www.d4cdentalbrands.com,3,Pediatric/ortho focus,deb.packard@d4c.com,,0000000029,0466929254; 17252946067,scraped
738,Sage Dental,Dental (DSO),Regional DSO,Boca Raton,FL,2000,$100M-$200M,Billing automation AI,$8K-$15K,Director of IT,www.sagedental.com,3,FL/GA focused,info@sagedental.com,,122.6674599,+1 604-706-8233; 1771965387,pattern
739,Dental One Associates,Dental (DSO),Mid-Size DSO,Dallas,TX,1500,$100M-$200M,Patient engagement AI,$8K-$15K,CTO,www.dentaloneassociates.com,3,Southwest focused,info@dentaloneassociates.com,contact@dentaloneassociates.com,,,pattern
740,42 North Dental,Dental (DSO),Regional DSO,Waltham,MA,1000,$50M-$100M,Scheduling AI,$5K-$15K,Director of Technology,www.42northdental.com,3,New England focused,info@42northdental.com,contact@42northdental.com,15368699762,15373917220; 16778603652,pattern
741,Perfect Teeth,Dental (DSO),Regional DSO,Denver,CO,1500,$50M-$100M,Patient scheduling AI,$5K-$15K,VP of Operations,www.perfectteeth.com,2,Colorado/NM focused,info@perfectteeth.com,contact@perfectteeth.com,8338931848,(331) 724-7401; (335) 724-7401,pattern
742,Tend,Dental (DSO),Modern Dental,New York,NY,800,$50M-$100M,Patient experience AI,$8K-$20K,Chief Technology Officer,www.hellotend.com,3,Tech-forward dental startup,hello@hellotend.com,,212-686-3686,1772480263; 1138602822,scraped
743,Risas Dental,Dental (DSO),Value DSO,Phoenix,AZ,1000,$50M-$100M,Bilingual scheduling AI,$5K-$15K,Director of IT,www.risasdental.com,3,Hispanic community focus,info@risasdental.com,contact@risasdental.com,+18446515280,1772209065; 1772209066,pattern
744,Rodeo Dental,Dental (DSO),Community DSO,Fort Worth,TX,800,$25M-$50M,Patient engagement AI,$5K-$12K,Director of Technology,www.rodeodental.com,2,Texas community focused,info@rodeodental.com,contact@rodeodental.com,1.7777777778,112.1331712; 8958065844,pattern
745,Coast Dental,Dental (DSO),Regional DSO,Tampa,FL,2000,$100M-$200M,Billing automation,$8K-$15K,VP of IT,www.coastdental.com,3,Florida focused,howie.taylor@coastdental.com,,(877) 880-1212,1778067340; +1-877-880-1212,scraped
746,Brident Dental,Dental (DSO),Value DSO,Houston,TX,1500,$100M-$200M,Scheduling AI,$5K-$15K,Director of Operations,www.brident.com,3,Texas/CA focused,corporate@brident.com,recruiting@brident.com,1772464726,8558344451; 1008 113 1369,scraped
747,Lightwave Dental,Dental (DSO),Partnership DSO,Minneapolis,MN,500,$25M-$50M,Patient records AI,$5K-$12K,CTO,www.lightwavepartners.com,2,Doctor-led partnership model,info@lightwavepartners.com,contact@lightwavepartners.com,,,pattern
748,DecisionOne Dental Partners,Dental (DSO),Partnership DSO,Dallas,TX,800,$25M-$50M,Treatment plan AI,$5K-$15K,VP of Technology,www.decisiononedental.com,2,TX focused partnership,info@decisiononedental.com,contact@decisiononedental.com,1927296-4851,2545352419; 3940957316,pattern
749,Marquee Dental Partners,Dental (DSO),Partnership DSO,Nashville,TN,600,$25M-$50M,Scheduling AI,$5K-$12K,Director of IT,www.marqueedental.com,2,SE partnership model,nfo@marqueedental.com,info@marqueedental.com,1.4444444444,8333333333; 1.1111111111,scraped
750,North American Dental Group,Dental (DSO),Mid-Size DSO,Pittsburgh,PA,2000,$100M-$200M,Patient engagement AI,$8K-$20K,Chief Technology Officer,www.nadentalgroup.com,3,14 states; 250+ locations,reisa@nadentalgroup.com,jbourdeau@adcetera.com,6692392641,021323-1457; 1672172269,scraped
751,Dental365,Dental (DSO),Regional DSO,Garden City,NY,1000,$50M-$100M,Scheduling AI,$5K-$15K,Director of Technology,www.dental365.com,3,NY/NJ/CT focused,info@dental365.com,contact@dental365.com,,,pattern
752,Jefferson Dental,Dental (DSO),Regional DSO,Dallas,TX,1500,$50M-$100M,Billing automation AI,$5K-$15K,VP of IT,www.jeffersondental.com,2,Texas focused; 70+ offices,info@jeffersondental.com,contact@jeffersondental.com,1763056129,9999999999; 1763056132,pattern
753,Corus Orthodontists,Dental (DSO),Ortho DSO,Toronto,ON,800,$50M-$100M,Treatment plan AI,$5K-$15K,CTO,www.corusortho.com,3,US + Canada ortho network,info@corusortho.com,contact@corusortho.com,3333333333,6666666667; 1.6666666667,pattern
754,OrthoSynetics,Dental (DSO),Ortho Management,Metairie,LA,500,$25M-$50M,Practice management AI,$5K-$12K,Director of Technology,www.orthosynetics.com,2,Orthodontic practice management,info@orthosynetics.com,contact@orthosynetics.com,,,pattern
755,Kool Smiles (Benevis),Dental (DSO),Pediatric DSO,Atlanta,GA,2000,$100M-$200M,Scheduling AI,$5K-$15K,VP of Operations,www.mykoolsmiles.com,3,Benevis brand; pediatric,info@mykoolsmiles.com,contact@mykoolsmiles.com,1764189811,1772121088; 877-200-2064,pattern
756,Imagen Dental Partners,Dental (DSO),Partnership DSO,Scottsdale,AZ,400,$10M-$25M,Patient records AI,$5K-$12K,Director of IT,www.imagendentalpartners.com,2,AZ partnership model,info@imagendentalpartners.com,,1772479759,1771592414; 1771592415,pattern
757,My Community Dental Centers,Dental (DSO),Nonprofit DSO,Farwell,MI,500,$25M-$50M,Scheduling AI,$5K-$10K,Director of Technology,www.mydental.org,2,Michigan nonprofit dental,info@mydental.org,contact@mydental.org,1755100070,1772469784; 1772469785,pattern
758,Smilebuilderz,Dental (DSO),Regional Practice,Lancaster,PA,100,$10M-$25M,Patient engagement AI,$5K-$10K,Practice Manager,www.smilebuilderz.com,2,PA multi-location practice,info@smilebuilderz.com,contact@smilebuilderz.com,1770126414,1772480267; 1771279462,pattern
759,Gentle Dental,Dental (DSO),Regional DSO,San Dimas,CA,2000,$100M-$200M,Scheduling AI,$8K-$15K,VP of Technology,www.gentledental.com,3,West Coast focused,jobs@gentledental.com,feedback@42northdental.com; practiceaffiliations@42northdental.com,1057982098,(781) 647-0772; (781) 895-9995,scraped
760,Refresh Dental,Dental (DSO),Regional DSO,Pittsburgh,PA,800,$25M-$50M,Patient scheduling AI,$5K-$12K,Director of IT,www.refreshdental.com,2,PA/OH focused,info@refreshdental.com,contact@refreshdental.com,,,pattern
761,Home Instead,Senior Care / Home Health,In-Home Care,Omaha,NE,100000,$1B+,Caregiver scheduling AI,$20K-$40K,Chief Technology Officer,www.homeinstead.com,5,1200+ franchises; largest senior care,info@homeinstead.com,contact@homeinstead.com,,,pattern
762,Visiting Angels,Senior Care / Home Health,In-Home Care,Bryn Mawr,PA,25000,$200M-$500M,Patient monitoring AI,$10K-$25K,VP of Technology,www.visitingangels.com,4,578 franchise units,customersupport@visitingangels.com,,(800) 365-4189,,scraped
763,Right at Home,Senior Care / Home Health,In-Home Care,Omaha,NE,20000,$200M-$500M,Caregiver scheduling AI,$10K-$25K,Director of Technology,www.rightathome.net,4,734 total locations,info@rightathome.net,contact@rightathome.net,6390807706,(877) 697-7537; 11710587091,pattern
764,Comfort Keepers,Senior Care / Home Health,In-Home Care,Irvine,CA,15000,$200M-$500M,Patient monitoring AI,$10K-$25K,CTO,www.comfortkeepers.com,4,625+ franchise locations,info@comfortkeepers.com,contact@comfortkeepers.com,18669592969,+18003872415; 1727810610,pattern
765,BrightStar Care,Senior Care / Home Health,Medical Home Care,Chicago,IL,10000,$200M-$500M,Compliance automation AI,$10K-$25K,Chief Technology Officer,www.brightstarcare.com,4,342 franchise units,info@brightstarcare.com,contact@brightstarcare.com,866.618.7827,1029340228; 1-866-618-7827,pattern
766,Senior Helpers,Senior Care / Home Health,In-Home Care,Towson,MD,8000,$100M-$200M,Caregiver scheduling AI,$8K-$20K,VP of Technology,www.seniorhelpers.com,3,350+ locations,email@email.com,,(800) 760-6389,+1(800) 760-6389; 1772480268,scraped
767,Interim HealthCare,Senior Care / Home Health,Home Health,Sunrise,FL,40000,$1B+,Patient monitoring AI,$15K-$30K,CTO,www.interimhealthcare.com,5,Caring Brands; 50+ year history,wehearyou@interimhealthcare.com,,1772480269,1132722000; 1098314182,scraped
768,Kindred at Home (Humana),Senior Care / Home Health,Home Health,Louisville,KY,43000,$5B+,Care coordination AI,$25K-$50K,Chief Technology Officer,www.kindredathome.com,5,Humana subsidiary; largest home health,info@kindredathome.com,contact@kindredathome.com,,,pattern
769,Amedisys,Senior Care / Home Health,Home Health/Hospice,Baton Rouge,LA,21000,$1B+,Patient monitoring AI,$20K-$40K,CTO,www.amedisys.com,5,NASDAQ listed; home health leader,info@amedisys.com,contact@amedisys.com,(225) 292-2031,,pattern
770,LHC Group (UnitedHealth),Senior Care / Home Health,Home Health,Lafayette,LA,30000,$1B+,Compliance automation AI,$20K-$40K,VP of Technology,www.lhcgroup.com,5,UnitedHealth subsidiary,info@lhcgroup.com,contact@lhcgroup.com,1568788855,1631910394; 1770074647,pattern
771,Encompass Health,Senior Care / Home Health,Home Health/Rehab,Birmingham,AL,50000,$5B+,Care coordination AI,$25K-$50K,Chief Technology Officer,www.encompasshealth.com,5,NYSE listed; rehab + home health,voe@encompasshealth.com,employee.benefits@encompasshealth.com; media@encompasshealth.com; u003evoe@encompasshealth.com,844-3867600,175.176.2030; 0000007735,scraped
772,AccordantHealth (CVS),Senior Care / Home Health,Home Health,Greensboro,NC,1000,$100M-$200M,Patient monitoring AI,$8K-$20K,Director of Technology,www.accordant.com,3,CVS specialty pharmacy,info@accordant.com,contact@accordant.com,1772480274,1190822834; 1-800-948-2497,pattern
773,Addus HomeCare,Senior Care / Home Health,Home Care,Frisco,TX,35000,$1B+,Caregiver scheduling AI,$15K-$30K,CTO,www.addus.com,4,NASDAQ listed; multi-service,info1@addus.com,,3469296636,8882338746; 16987775346,scraped
774,Almost Family (LHC),Senior Care / Home Health,Home Health,Louisville,KY,8000,$500M-$1B,Compliance automation AI,$10K-$25K,VP of Technology,www.almostfamily.com,3,Now part of LHC Group,info@almostfamily.com,contact@almostfamily.com,,,pattern
775,Bayada Home Health Care,Senior Care / Home Health,Home Health,Moorestown,NJ,26000,$1B+,Caregiver scheduling AI,$15K-$30K,Chief Technology Officer,www.bayada.com,5,360+ offices; nonprofit,info@bayada.com,contact@bayada.com,2270321461,1771400587; 0381774552,pattern
776,Elara Caring,Senior Care / Home Health,Home Health,Dallas,TX,30000,$1B+,Patient monitoring AI,$15K-$30K,CTO,www.elara.com,4,Merger of Great Elm + National HPC,info@elara.com,zhausauer@elara.com; communications@elara.com; webinars@elara.com,1407245290,1400932923; 1397342869,pattern
777,Aveanna Healthcare,Senior Care / Home Health,Home Health/Pediatric,Atlanta,GA,32000,$1B+,Compliance automation AI,$15K-$30K,VP of Technology,www.aveanna.com,4,NASDAQ listed; pediatric focus,compliance@aveanna.com,,1713800569,1771340609; 1755032250,scraped
778,ComForCare Home Care,Senior Care / Home Health,In-Home Care,Bloomfield Hills,MI,5000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,Director of IT,www.comforcare.com,3,212 franchise units,info@comforcare.com,contact@comforcare.com,,,pattern
779,FirstLight Home Care,Senior Care / Home Health,In-Home Care,Cincinnati,OH,4000,$50M-$100M,Patient monitoring AI,$5K-$15K,VP of Technology,www.firstlighthomecare.com,3,189 locations,info@firstlighthomecare.com,contact@firstlighthomecare.com,2613967441,+18669854031; (866) 985-4031,pattern
780,Griswold Home Care,Senior Care / Home Health,In-Home Care,Blue Bell,PA,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,Director of Technology,www.griswoldhomecare.com,3,180 locations; since 1982,info@griswoldhomecare.com,contact@griswoldhomecare.com,1.7777777777,3092479991; 17363653047,pattern
781,HomeWell Care Services,Senior Care / Home Health,In-Home Care,Burkburnett,TX,2000,$25M-$50M,Scheduling AI,$5K-$12K,VP of Operations,www.homewellcares.com,2,145 units,info@homewellcares.com,contact@homewellcares.com,1772480276,1772480277,pattern
782,Amada Senior Care,Senior Care / Home Health,In-Home Care,San Clemente,CA,2500,$25M-$50M,Patient monitoring AI,$5K-$15K,Director of Technology,www.amadaseniorcare.com,3,150+ locations,info@amadaseniorcare.com,contact@amadaseniorcare.com,8667521961,17392999407; 1772228717,pattern
783,Assisting Hands,Senior Care / Home Health,In-Home Care,Des Plaines,IL,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,VP of Technology,www.assistinghands.com,3,200 franchise units,info@assistinghands.com,contact@assistinghands.com,1-866-924-2442,367346-8525; 17372208292,pattern
784,Homewatch CareGivers,Senior Care / Home Health,In-Home Care,Denver,CO,4500,$50M-$100M,Compliance automation AI,$5K-$15K,Director of IT,www.homewatchcaregivers.com,3,30+ states; 7 countries,info@homewatchcaregivers.com,contact@homewatchcaregivers.com,,,pattern
785,SYNERGY HomeCare,Senior Care / Home Health,In-Home Care,Gilbert,AZ,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,VP of Technology,www.synergyhomecare.com,3,200+ franchise locations,sem@synergyhomecare.com,,111.7939547,8774322692; +18774322692,scraped
786,Home Helpers Home Care,Senior Care / Home Health,In-Home Care,Cincinnati,OH,3000,$50M-$100M,Patient monitoring AI,$5K-$15K,Director of Technology,www.homehelpershomecare.com,3,300+ territories,info@homehelpershomecare.com,contact@homehelpershomecare.com,1766076094,1726860699; 1714824130,pattern
787,Always Best Care,Senior Care / Home Health,In-Home Care,Roseville,CA,2000,$25M-$50M,Compliance automation AI,$5K-$12K,VP of Operations,www.alwaysbestcare.com,2,200+ franchise locations,info@alwaysbestcare.com,contact@alwaysbestcare.com,2589520823,8554702273; 8690888293,pattern
788,CarePatrol,Senior Care / Home Health,Senior Placement,Gilbert,AZ,500,$25M-$50M,Matching AI,$5K-$12K,CTO,www.carepatrol.com,3,Franchise placement service,info@carepatrol.com,contact@carepatrol.com,2488678861,1165981601; 2835632886,pattern
789,Enhabit Home Health & Hospice,Senior Care / Home Health,Home Health,Dallas,TX,10000,$1B+,Care coordination AI,$15K-$30K,Chief Technology Officer,www.ehab.com,4,NYSE listed; spin-off from Encompass,info@ehab.com,contactus@ehab.com,1772480280,+1 (877) 330-7657; 1772480281,pattern
790,Angels of Care Pediatric Home Health,Senior Care / Home Health,Pediatric Home Health,Bedford,TX,2000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,Director of IT,www.angelsofcare.com,3,Texas-based pediatric,info@angelsofcare.com,contact@angelsofcare.com,8554526435,5321962735; 1772479689,pattern
791,ProMedica Senior Care,Senior Care / Home Health,Senior Living,Toledo,OH,15000,$1B+,Patient monitoring AI,$15K-$30K,VP of Technology,www.promedica.org,4,Non-profit; multi-service,info@promedica.org,contact@promedica.org,107295-1494,13721144057; 4585059825,pattern
792,Sunrise Senior Living,Senior Care / Home Health,Assisted Living,McLean,VA,30000,$1B+,Resident monitoring AI,$15K-$30K,Chief Technology Officer,www.sunriseseniorliving.com,4,320+ communities,info@sunriseseniorliving.com,contact@sunriseseniorliving.com,+1-703-854-0050,888-434-4648; 1852422397,pattern
793,Brookdale Senior Living,Senior Care / Home Health,Senior Living,Brentwood,TN,42000,$1B+,Caregiver scheduling AI,$20K-$40K,CTO,www.brookdale.com,5,NYSE listed; largest senior living,info@brookdale.com,contact@brookdale.com,0000000027,842.672 1226; 877-384-8989,pattern
794,Five Star Senior Living,Senior Care / Home Health,Senior Living,Newton,MA,16000,$500M-$1B,Resident monitoring AI,$10K-$25K,VP of Technology,www.fivestarseniorliving.com,3,250+ communities,info@fivestarseniorliving.com,contact@fivestarseniorliving.com,,,pattern
795,Atria Senior Living,Senior Care / Home Health,Senior Living,Louisville,KY,12000,$1B+,Patient monitoring AI,$15K-$25K,Chief Technology Officer,www.atriaseniorliving.com,4,200+ communities,customerservice@atriaseniorliving.com,accessibility@atriaseniorliving.com; hrhelpdesk@atriaseniorliving.com; media_inquiries@atriaseniorliving.com,0000000032,+1-502-779-4700; 14929011715,scraped
796,Life Care Centers of America,Senior Care / Home Health,Skilled Nursing,Cleveland,TN,25000,$1B+,Compliance automation AI,$15K-$30K,CTO,www.lcca.com,4,200+ facilities,info@lcca.com,contact@lcca.com,1-423-472-9585,(423) 472-9585,pattern
797,The Ensign Group,Senior Care / Home Health,Skilled Nursing,San Juan Capistrano,CA,40000,$1B+,Care coordination AI,$15K-$30K,VP of Technology,www.ensigngroup.net,4,NASDAQ listed; 275+ facilities,info@ensigngroup.net,contact@ensigngroup.net,8144273073,1771575704; 1772354668,pattern
798,National HealthCare Corp,Senior Care / Home Health,Long-Term Care,Murfreesboro,TN,12000,$1B+,Patient monitoring AI,$10K-$25K,Director of IT,www.nhccare.com,3,70+ facilities,info@nhccare.com,contact@nhccare.com,1767977682,1075447102; 1468623041,pattern
799,Sabra Health Care REIT,Senior Care / Home Health,Healthcare REIT,Irvine,CA,100,$500M-$1B,Portfolio analytics AI,$10K-$20K,VP of Technology,www.sabrahealth.com,3,NASDAQ listed; senior care REIT,888.393.8248investorrelations@sabrahealth.com,investorrelations@sabrahealth.com; assetmanagement@sabrahealth.com; acquisitions@sabrahealth.com,888.393.8248,888.845.0819; 800.937.5449,scraped
800,CareFinders Total Care,Senior Care / Home Health,Home Care,Clark,NJ,200,$10M-$25M,Caregiver scheduling AI,$5K-$10K,Director of Operations,www.carefindersinc.com,2,NJ home care provider,info@carefindersinc.com,contact@carefindersinc.com,,,pattern
801,Moneta Group,Financial Advisory / Wealth Management,RIA,St. Louis,MO,600,$200M-$500M,Portfolio reporting AI,$15K-$30K,Chief Technology Officer,www.monetagroup.com,4,#1 fee-only RIA; $42.8B AUM,info@monetagroup.com,contact@monetagroup.com,6666666667,3333333333; 1.3333333333,pattern
802,EP Wealth Advisors,Financial Advisory / Wealth Management,RIA,Torrance,CA,500,$100M-$200M,Client communication AI,$10K-$25K,CTO,www.epwealth.com,4,$35.6B AUM,info@epwealth.com,contact@epwealth.com,10580508650,17722336953; 10580888430,pattern
803,Savant Wealth Management,Financial Advisory / Wealth Management,RIA,Rockford,IL,300,$100M-$200M,Compliance AI,$10K-$20K,Director of Technology,www.savantwealth.com,3,$29.6B AUM,info@savantwealth.com,contact@savantwealth.com,16139746388,1694812557; 1-866-489-0500,pattern
804,Homrich Berg,Financial Advisory / Wealth Management,RIA,Atlanta,GA,200,$50M-$100M,Portfolio reporting AI,$8K-$20K,VP of Technology,www.homrichberg.com,3,$18.6B AUM,info@homrichberg.com,contact@homrichberg.com,4042641400,10866164731; 17678818694,pattern
805,Mercer Advisors,Financial Advisory / Wealth Management,RIA,Denver,CO,1200,$200M-$500M,Client onboarding AI,$10K-$25K,Chief Technology Officer,www.merceradvisors.com,4,Top 5 RIA; $50B+ AUM,info@merceradvisors.com,contact@merceradvisors.com,1697161741,888.920.1320; 1772451628,pattern
806,Creative Planning,Financial Advisory / Wealth Management,RIA,Overland Park,KS,2000,$500M-$1B,Portfolio analytics AI,$15K-$30K,CTO,www.creativeplanning.com,5,Peter Mallouk; $300B+ AUM,info@creativeplanning.com,,2147483647,1679336597; 1768009004,pattern
807,Fisher Investments,Financial Advisory / Wealth Management,RIA,Camas,WA,5000,$1B+,Client communication AI,$20K-$40K,Chief Technology Officer,www.fisherinvestments.com,5,$200B+ AUM,info@fisherinvestments.com,contact@fisherinvestments.com,6390807708,1-888-823-9566; 800 144 4731,pattern
808,Edelman Financial Engines,Financial Advisory / Wealth Management,RIA,Santa Clara,CA,3000,$1B+,Portfolio reporting AI,$15K-$30K,CTO,www.edelmanfinancialengines.com,5,Largest RIA by advisors,info@edelmanfinancialengines.com,contact@edelmanfinancialengines.com,7842899024,+18337526333; 1036165845,pattern
809,Hightower Advisors,Financial Advisory / Wealth Management,RIA Network,Chicago,IL,1200,$200M-$500M,Compliance AI,$10K-$25K,VP of Technology,www.hightoweradvisors.com,4,$130B+ AUM,info@hightoweradvisors.com,contact@hightoweradvisors.com,3129623800,9172862717,pattern
810,Mariner Wealth Advisors,Financial Advisory / Wealth Management,RIA,Overland Park,KS,1500,$200M-$500M,Client onboarding AI,$10K-$25K,Chief Technology Officer,www.marinerwealthadvisors.com,4,$100B+ AUM,info@marinerwealthadvisors.com,contact@marinerwealthadvisors.com,1376384029,9999999999; 1666972114,pattern
811,Beacon Pointe Advisors,Financial Advisory / Wealth Management,RIA,Newport Beach,CA,300,$50M-$100M,Portfolio reporting AI,$8K-$20K,Director of IT,www.beaconpointe.com,3,$30B+ AUM,info@beaconpointe.com,contact@beaconpointe.com,(949) 718-1600,17277350629; 17277351319,pattern
812,Buckingham Strategic Wealth,Financial Advisory / Wealth Management,RIA,St. Louis,MO,200,$50M-$100M,Compliance AI,$8K-$15K,CTO,www.buckinghamstrategicwealth.com,3,Evidence-based investing,info@buckinghamstrategicwealth.com,contact@buckinghamstrategicwealth.com,1736363829,1728406703; 1733411400,pattern
813,Carson Group,Financial Advisory / Wealth Management,RIA Network,Omaha,NE,500,$100M-$200M,Client communication AI,$10K-$20K,Chief Technology Officer,www.carsongroup.com,4,Ron Carson; advisor platform,info@carsongroup.com,contact@carsongroup.com,0000000030,1069987169; 1.7703805701,pattern
814,Captrust Financial Advisors,Financial Advisory / Wealth Management,RIA,Raleigh,NC,1000,$200M-$500M,Portfolio analytics AI,$10K-$25K,VP of Technology,www.captrust.com,4,$800B+ AUM; retirement focus,info@captrust.com,contact@captrust.com,1769003880,1772326572; 2829598441,pattern
815,Raymond James,Financial Advisory / Wealth Management,Broker-Dealer,St. Petersburg,FL,15000,$10B+,Client engagement AI,$25K-$50K,Chief Technology Officer,www.raymondjames.com,5,NYSE listed; $1.4T AUM,info@raymondjames.com,contact@raymondjames.com,,,pattern
816,Edward Jones,Financial Advisory / Wealth Management,Broker-Dealer,St. Louis,MO,52000,$10B+,Client communication AI,$30K-$50K,CTO,www.edwardjones.com,5,15K+ advisors; $1.9T AUA,info@edwardjones.com,contact@edwardjones.com,1-855-443-9883,2096494657; 2220418831,pattern
817,Stifel Financial,Financial Advisory / Wealth Management,Broker-Dealer,St. Louis,MO,8500,$1B+,Portfolio reporting AI,$15K-$30K,VP of Technology,www.stifel.com,4,NYSE listed,info@stifel.com,contact@stifel.com,,,pattern
818,Baird,Financial Advisory / Wealth Management,Broker-Dealer,Milwaukee,WI,4500,$1B+,Client engagement AI,$15K-$30K,Chief Technology Officer,www.bairdwealth.com,4,Employee-owned,info@rwbaird.com,,,,scraped
819,LPL Financial,Financial Advisory / Wealth Management,Independent BD,San Diego,CA,6000,$5B+,Advisor productivity AI,$25K-$50K,CTO,www.lpl.com,5,#1 independent BD; 32K advisors,info@lpl.com,contact@lpl.com,,,pattern
820,Cetera Financial Group,Financial Advisory / Wealth Management,Network BD,Dallas,TX,2000,$500M-$1B,Compliance AI,$10K-$25K,Chief Technology Officer,www.cetera.com,4,8000+ advisors,info@cetera.com,contact@cetera.com,1834949376,1781883945; 4144709335,pattern
821,Wealthfront,Financial Advisory / Wealth Management,Robo-Advisor,Palo Alto,CA,500,$100M-$200M,Portfolio optimization AI,$10K-$20K,CTO,www.wealthfront.com,4,UBS subsidiary; $70B+ AUM,info@wealthfront.com,contact@wealthfront.com,3359790771,4220457006; 3922259980,pattern
822,Betterment,Financial Advisory / Wealth Management,Robo-Advisor,New York,NY,400,$100M-$200M,Tax optimization AI,$10K-$20K,Chief Technology Officer,www.betterment.com,4,Digital wealth management,info@betterment.com,contact@betterment.com,4966707600,17722057099; 5414085557,pattern
823,Personal Capital (Empower),Financial Advisory / Wealth Management,Digital Wealth,San Carlos,CA,1000,$200M-$500M,Portfolio analytics AI,$10K-$25K,CTO,www.personalcapital.com,4,Empower subsidiary,info@personalcapital.com,contact@personalcapital.com,2575881071,702800-0226; 1268513282,pattern
824,Focus Financial Partners,Financial Advisory / Wealth Management,RIA Platform,New York,NY,5000,$1B+,Client onboarding AI,$15K-$30K,Chief Technology Officer,www.focusfinancialpartners.com,5,NASDAQ listed; $400B+ AUM,pro-focusfinancial@prosek.com,debt-ir@focuspartners.com; careers@focuspartners.com; info@focuspartners.com,1754512780,1764619071; 1080298967,scraped
825,Pathstone,Financial Advisory / Wealth Management,Multi-Family Office,Englewood,NJ,300,$50M-$100M,Portfolio reporting AI,$8K-$20K,VP of Technology,www.pathstone.com,3,$30B+ AUM,info@pathstone.com,contact@pathstone.com,,,pattern
826,Sanctuary Wealth,Financial Advisory / Wealth Management,RIA Network,Indianapolis,IN,200,$25M-$50M,Client communication AI,$5K-$15K,Director of Technology,www.sanctuarywealth.com,3,Growing RIA network,info@sanctuarywealth.com,contact@sanctuarywealth.com,1766067905,1772139038; 1705531604,pattern
827,Dynasty Financial Partners,Financial Advisory / Wealth Management,RIA Platform,New York,NY,200,$50M-$100M,Compliance AI,$8K-$20K,CTO,www.dynastyfinancialpartners.com,3,RIA infrastructure platform,info@dynastyfinancialpartners.com,contact@dynastyfinancialpartners.com,1772480308,1772480309; 1772480311,pattern
828,Steward Partners,Financial Advisory / Wealth Management,RIA,Washington,DC,100,$25M-$50M,Portfolio analytics AI,$5K-$15K,Director of IT,www.stewardpartners.com,3,Raymond James partnership,stewardpartners@stewardpartners.com,emily.arvia@broadridge.com,10000282937,1-844-645-1505; (866) 694-7769,scraped
829,Cresset Capital,Financial Advisory / Wealth Management,Multi-Family Office,Chicago,IL,200,$50M-$100M,Portfolio reporting AI,$8K-$20K,Chief Technology Officer,www.cressetcapital.com,3,$50B+ AUM,info@cressetcapital.com,contact@cressetcapital.com,1772034984,1772137386; 1772137387,pattern
830,Corient (CI Financial),Financial Advisory / Wealth Management,RIA Platform,Miami,FL,1500,$200M-$500M,Client onboarding AI,$10K-$25K,CTO,www.corient.com,4,CI Financial US wealth,info@corient.com,contact@corient.com,1770311273,7842899024; 1505326701,pattern
831,Perigon Wealth,Financial Advisory / Wealth Management,RIA,San Francisco,CA,100,$25M-$50M,Compliance AI,$5K-$15K,VP of Technology,www.perigonwealth.com,3,Top ranked RIA,info@perigonwealth.com,contact@perigonwealth.com,1999999999,1-877-977-2555; (999) 999-9999,pattern
832,GHPIA,Financial Advisory / Wealth Management,RIA,Greenwich,CT,50,$10M-$25M,Portfolio reporting AI,$5K-$12K,Director of Operations,www.ghpia.com,2,CT-based wealth management,info@ghpia.com,contact@ghpia.com,303-831-5051,10801099497; 2979553289,pattern
833,Plancorp,Financial Advisory / Wealth Management,RIA,St. Louis,MO,100,$25M-$50M,Client communication AI,$5K-$15K,Director of IT,www.plancorp.com,3,Buckingham affiliate,info@plancorp.com,contact@plancorp.com,,,pattern
834,Sequoia Financial Group,Financial Advisory / Wealth Management,RIA,Akron,OH,300,$50M-$100M,Compliance AI,$8K-$15K,CTO,www.sequoia-financial.com,3,Growing RIA; Midwest,info@sequoia-financial.com,,1697754550,6271864914; (330) 375-9480,pattern
